id,CompanyName,address,phone,representative,email,description,sector,ProductAndService,Market,Masothue,Year,Scale,Capacity,Price,formatted_address,latitude,longitude,place_id
company_99,Nhà Máy Xay Nam Định,"1 Bến Ngự, P. Phan Đình Phùng, Nam Định",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,77.315478059069,2330.5272252369946,"1 Bến Ngự, Phan Đình Phùng, Nam Định, Việt Nam",20.4239356,106.1814391,ChIJDSmed0rnNTERSKZ3HMhgqxI
company_100,Doanh Nghiệp Tư Nhân Hoàng Khanh,"ấp Thạnh Hòa, H. Cờ Đỏ,TT. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,195.34595695010665,742.5825020887777,"tt. Cờ Đỏ, Cờ Đỏ, Cần Thơ, Việt Nam",10.098075,105.4360963,ChIJaVit5UCYoDER81v-YZBmSIM
company_101,Doanh Nghiệp Tư Nhân Kim Tú,"X. Hàm Thắng, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,131.21662084423554,984.0392468856928,"Hàm Thắng, Hàm Thuận Bắc, Bình Thuận, Việt Nam",10.9725767,108.1250791,ChIJSex8KrecdjERrfqZCu3bkwI
company_102,Doanh Nghiệp Tư Nhân Tiến Đạt,"ấp Cầu, X. Khánh Hậu, TX. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,51.37427020757974,626.2244782902358,"Khánh Hậu, Tp. Tân An, Long An, Việt Nam",10.5099443,106.3787583,ChIJZwJXLAa3CjERNDk-Cb38Acw
company_103,Doanh Nghiệp Tư Nhân Nguyễn Khả,"ấp Vĩnh Lợi 1, X. Châu Phong, H. Tân Châu, An Giang",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo,No tax code,No year,No scale,150.70767672720353,2410.7331779169526,"Ấp Vĩnh Lợi, Vĩnh Lộc, An Phú, An Giang, Việt Nam",10.8264101,105.0894028,ChIJj_LB2fwoCjER3nKQTuWkey0
company_104,Doanh Nghiệp Tư Nhân Lê Minh Hoàng Xay Xát,"Khu Phố Lập Hòa,TT. Ma Lâm, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,115.56162619008022,1349.085911906882,"tt. Ma Lâm, Hàm Thuận Bắc, Bình Thuận, Việt Nam",11.0510655,108.1058102,ChIJreYHtiicdjERDAxeNCSMWPE
company_105,Doanh Nghiệp Tư Nhân Gia Thuận,"Tổ 4, ấp Đông Mỹ, X. Mỹ Hội,Tp. Cao Lãnh, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,91.27363281954112,1496.093797840409,"Ấp Đông Mỹ, Cao Lãnh, Đồng Tháp, Việt Nam",10.3957029,105.7262482,EjPhuqRwIMSQw7RuZyBN4bu5LCBDYW8gTMOjbmgsIMSQ4buTbmcgVGjDoXAsIFZpZXRuYW0iLiosChQKEgnt9tz30HwKMRHifD-Sjd7fbBIUChIJtxdkSSRjCjERzpqwg5vQc8o
company_106,Doanh Nghiệp Tư Nhân Thành Công,"750/A ấp Long Thành A, X. Long Hậu,H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,106.60377030995608,2086.9900927190656,"Long Thành - Thông Dong, Long Hậu, Lai Vung, Đồng Tháp, Việt Nam",10.2761943,105.6133533,ChIJy31KsTV4CjER_FrgM3eiGP4
company_107,Doanh Nghiệp Tư Nhân Mười Xương Xay Xát,"Thôn 1, X. Hàm Đức,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,132.45070318309357,2386.1414249647296,"Thôn 1, Hàm Thuận Bắc, Bình Thuận, Việt Nam",11.0480182,108.1644531,ChIJFRlQXOCbdjEROnOrAyRttW0
company_108,Nhà Máy Sông Hương Xay,"36B Đinh Tiên Hoàng, P. 8, Vĩnh Long",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,167.7201347044518,590.4211608890613,"A 36 Đinh Tiên Hoàng, Phường 8, Vĩnh Long, Việt Nam",10.2318403,105.9494025,ChIJMxoFIL2CCjERJIHvBnscvL8
company_109,Doanh Nghiệp Tư Nhân Tám Trang,"ấp Cầu, X. Khánh Hậu, TX. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,68.0279223439045,1216.163218821389,"Khánh Hậu, Tp. Tân An, Long An, Việt Nam",10.5099443,106.3787583,ChIJZwJXLAa3CjERNDk-Cb38Acw
company_110,Thắng Lợi - DNTN,"ấp Long Thạnh A, TT. Thốt Nốt,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,191.4311707850781,1196.2632221613962,"268, 162 QL91, TT. Thốt Nốt, Thốt Nốt, Cần Thơ, Việt Nam",10.2705093,105.5324258,ChIJSV6CFIl3CjEReeq3Q0-fMsU
company_111,Công Ty Chế Biến Kinh Doanh Lương Thực Thực Phẩm Ninh Bình,"Võ Thị Sáu, P. Đông Thành, Ninh Bình",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,70.02791497040369,1355.3670184684163,"Võ Thị Sáu, Đông Thành, Tp. Ninh Bình, Ninh Bình, Việt Nam",20.2601719,105.9784772,EkJWw7UgVGjhu4sgU8OhdSwgxJDDtG5nIFRow6BuaCwgVHAuIE5pbmggQsOsbmgsIE5pbmggQsOsbmgsIFZpZXRuYW0iLiosChQKEgkzmoJ4UXc2MREQlyvkSZ1nOxIUChIJMSN1R1d3NjEROQEavI1z5RU
company_112,Phước Sinh - Công Ty TNHH Thương Mại Dịch Vụ Phước Sinh,"Khu Công Nghiệp Vĩnh Lộc, Lot C12/1,Đường 2F, X. Vĩnh Lộc A, H. Bình Chánh, TP. Hồ Chí Minh (TPHCM)",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,"Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Bột Mì, Bột Ngô, Năng, Gạo, Nếp","Bột Mì, Bột Ngô, Năng, Gạo, Nếp",No tax code,No year,No scale,79.26288903239782,1563.2633373872434,"RHHV+JHG Kcn, Đ. Vĩnh Lộc Đường Số 8, Vĩnh Lộc A, Bình Chánh, Hồ Chí Minh, Việt Nam",10.8290538,106.5939622,ChIJx6U7ILArdTERTFXuU3EkLtE
company_113,Nhà Máy Xát Xay Gạo Dung Chiếm,"Số 108, TDP. 2, Miêu Nha, Tây Mỗ, Q. Nam Từ Liêm, Hà Nội Hà Nội",No phone,No representative,No email,"Nhà Máy Xát Xay Gạo Dung Chiếm chuyên cung cấp các sản phẩm về gạo như: Gạo Tám Điện Biên, Gạo Bắc Hương, Gạo Tám Thái, Gạo nếp cái hoa vàng, Gạo nếp nhung,.. Đến với chúng tôi các bạn sẽ lựa chọn được những loại gạo thơm ngon, ưng ý Quý khách hàng.",Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo;Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Nhà phân phối - Bán sỉ;Miền Bắc;ISO 9001:2000,ISO 9001:2000,2005,ISO 9001:2000,Nhà Máy Xát Xay Gạo Dung Chiếm,114.63851023817786,2125.961370119952,"2 P. Miêu Nha, Tây Mỗ, Nam Từ Liêm, Hà Nội, Việt Nam",21.0114484,105.7466467,ChIJI1WbVXtTNDERoCzASwPcCuA
company_114,Doanh Nghiệp Tư Nhân Tài Lợi,"153 ấp Xẻo Chích, TT. Châu Hưng, H. Vĩnh Lợi, Bạc Liêu",No phone,No representative,No email,Doanh nghiệp tư nhân Tài Lợi chuyên cung cấp gạo và xay xát gạo.,Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,ít hơn 5 người,Doanh Nghiệp Tư Nhân Tài Lợi,1900173102,52.56577701873773,2200.3458958336923,"Châu Hưng, Tp. Bạc Liêu, Bạc Liêu, Việt Nam",9.3388612,105.7292491,ChIJGe4og18IoTERJAywwDzGQXU
company_115,Doanh Nghiệp Tư Nhân Bảo Vân,"63 Tổ 2, ấp Long Hòa, X. Long An, H. Tân Châu, An Giang",No phone,No representative,No email,No description,Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,188.66772282367455,1734.6623895708838,"63 Đường Lý Thái Tổ, TT. Tân Châu, Tân Châu, An Giang, Việt Nam",10.7970033,105.2498326,Eko2MyDEkMaw4budbmcgTMO9IFRow6FpIFThu5UsIFRULiBUw6JuIENow6J1LCBUw6JuIENow6J1LCBBbiBHaWFuZywgVmlldG5hbSIwEi4KFAoSCVk6E3ZpMAoxEXJzNcOI_HViED8qFAoSCY2_P3ZpMAoxEUb3_5Qc4ZjQ
company_116,Thuận Thuận - Công Ty TNHH Thuận Thuận,"100B ấp Tân Hòa, P. An Hòa, TX. Sa Đéc, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo,No tax code,No year,No scale,69.23564324009617,1678.296750335748,"Tân Hòa, Tân Phú Trung, Châu Thành, Đồng Tháp, Việt Nam",10.2406266,105.7373303,ChIJdw_B0YJ_CjEReMdfD_k6EyY
